track_id,condition,split
I1491,injury,val
I1723,injury,val
I1853,injury,val
I538,injury,val
I1390,injury,val
I526,injury,val
I1091,injury,val
I1399,injury,val
I1219,injury,val
I1791,injury,val
I1480,injury,val
I792,injury,val
I1698,injury,val
I266,injury,val
I1729,injury,val
I1627,injury,val
I1481,injury,val
I289,injury,val
I1596,injury,val
I672,injury,val
I1346,injury,val
I633,injury,val
I470,injury,val
I1052,injury,val
I1257,injury,val
I1608,injury,val
I1186,injury,val
I1137,injury,val
I691,injury,val
I1254,injury,val
I1750,injury,val
I1743,injury,val
I1755,injury,val
I114,injury,val
I1588,injury,val
I578,injury,val
I481,injury,val
I236,injury,val
I535,injury,val
I1027,injury,val
I1502,injury,val
I1943,injury,val
I126,injury,val
I524,injury,val
I1675,injury,val
I1959,injury,val
I1580,injury,val
I1461,injury,val
I336,injury,val
I708,injury,val
I597,injury,val
I211,injury,val
I632,injury,val
I683,injury,val
I1279,injury,val
I1192,injury,val
I1260,injury,val
I601,injury,val
I1744,injury,val
I679,injury,val
I358,injury,val
I144,injury,val
I1867,injury,val
I386,injury,val
I1153,injury,val
I1741,injury,val
I439,injury,val
I1334,injury,val
I1371,injury,val
I39,injury,val
I1949,injury,val
I833,injury,val
I1023,injury,val
I1530,injury,val
I1543,injury,val
I867,injury,val
I1464,injury,val
I1363,injury,val
I277,injury,val
I1657,injury,val
I1351,injury,val
I1040,injury,val
I1076,injury,val
I772,injury,val
I539,injury,val
I1041,injury,val
I1972,injury,val
I1494,injury,val
I864,injury,val
I322,injury,val
I1650,injury,val
I508,injury,val
I1541,injury,val
I223,injury,val
I209,injury,val
I543,injury,val
I265,injury,val
I1361,injury,val
I472,injury,val
I1752,injury,val
I1118,injury,val
I1144,injury,val
I251,injury,val
I1497,injury,val
I744,injury,val
I1819,injury,val
I1289,injury,val
I776,injury,val
I55,injury,val
I701,injury,val
I907,injury,val
I392,injury,val
I1920,injury,val
I1155,injury,val
I1307,injury,val
I717,injury,val
I1899,injury,val
I748,injury,val
I1621,injury,val
I1094,injury,val
I59,injury,val
I712,injury,val
I1926,injury,val
I188,injury,val
I1940,injury,val
I936,injury,val
I924,injury,val
I1191,injury,val
I1020,injury,val
I1110,injury,val
I257,injury,val
I687,injury,val
I1424,injury,val
I1039,injury,val
I868,injury,val
I1648,injury,val
I381,injury,val
I1748,injury,val
I1888,injury,val
I1584,injury,val
I559,injury,val
I522,injury,val
I509,injury,val
I1931,injury,val
I751,injury,val
I1200,injury,val
I1974,injury,val
I758,injury,val
I1365,injury,val
I902,injury,val
I1528,injury,val
I302,injury,val
I583,injury,val
I1294,injury,val
I671,injury,val
I1128,injury,val
I985,injury,val
I1062,injury,val
I1313,injury,val
I1554,injury,val
I1199,injury,val
I1753,injury,val
I1381,injury,val
I227,injury,val
I514,injury,val
I724,injury,val
I270,injury,val
I1197,injury,val
I1706,injury,val
I1193,injury,val
I1166,injury,val
I1283,injury,val
I1441,injury,val
I1847,injury,val
I135,injury,test
I849,injury,test
I1013,injury,test
I1448,injury,test
I1979,injury,test
I1209,injury,test
I243,injury,test
I1221,injury,test
I442,injury,test
I1978,injury,test
I365,injury,test
I299,injury,test
I1545,injury,test
I1172,injury,test
I678,injury,test
I1162,injury,test
I161,injury,test
I1306,injury,test
I65,injury,test
I1915,injury,test
I1057,injury,test
I1574,injury,test
I888,injury,test
I163,injury,test
I1181,injury,test
I1130,injury,test
I1141,injury,test
I1965,injury,test
I1895,injury,test
I996,injury,test
I1614,injury,test
I455,injury,test
I117,injury,test
I1015,injury,test
I598,injury,test
I1929,injury,test
I752,injury,test
I1824,injury,test
I614,injury,test
I790,injury,test
I1460,injury,test
I568,injury,test
I1322,injury,test
I210,injury,test
I1721,injury,test
I14,injury,test
I405,injury,test
I585,injury,test
I891,injury,test
I1038,injury,test
I1600,injury,test
I1738,injury,test
I1815,injury,test
I1078,injury,test
I371,injury,test
I229,injury,test
I93,injury,test
I1896,injury,test
I25,injury,test
I200,injury,test
I977,injury,test
I143,injury,test
I175,injury,test
I608,injury,test
I1806,injury,test
I213,injury,test
I786,injury,test
I1797,injury,test
I645,injury,test
I259,injury,test
I1884,injury,test
I1685,injury,test
I1462,injury,test
I729,injury,test
I335,injury,test
I800,injury,test
I916,injury,test
I1967,injury,test
I1581,injury,test
I911,injury,test
I30,injury,test
I290,injury,test
I398,injury,test
I958,injury,test
I562,injury,test
I283,injury,test
I1842,injury,test
I1995,injury,test
I695,injury,test
I310,injury,test
I467,injury,test
I06,injury,test
I404,injury,test
I554,injury,test
I1954,injury,test
I1904,injury,test
I1513,injury,test
I115,injury,test
I147,injury,test
I1851,injury,test
I950,injury,test
I133,injury,test
I1275,injury,test
I347,injury,test
I675,injury,test
I573,injury,test
I475,injury,test
I17,injury,test
I379,injury,test
I823,injury,test
I476,injury,test
I1557,injury,test
I1996,injury,test
I579,injury,test
I761,injury,test
I1204,injury,test
I1647,injury,test
I1511,injury,test
I180,injury,test
I619,injury,test
I203,injury,test
I312,injury,test
I588,injury,test
I818,injury,test
I874,injury,test
I433,injury,test
I939,injury,test
I1244,injury,test
I611,injury,test
I1414,injury,test
I228,injury,test
I1801,injury,test
I853,injury,test
I1061,injury,test
I1398,injury,test
I170,injury,test
I926,injury,test
I669,injury,test
I664,injury,test
I148,injury,test
I1026,injury,test
I219,injury,test
I1890,injury,test
I1276,injury,test
I473,injury,test
I796,injury,test
I448,injury,test
I673,injury,test
I710,injury,test
I840,injury,test
I762,injury,test
I1419,injury,test
I1058,injury,test
I377,injury,test
I1308,injury,test
I1202,injury,test
I1551,injury,test
I1089,injury,test
I1305,injury,test
I1113,injury,test
I1646,injury,test
I1086,injury,test
I480,injury,test
I1295,injury,test
I940,injury,test
I158,injury,test
I551,injury,test
I1479,injury,test
I750,injury,test
I1808,injury,test
I555,injury,test
I1472,injury,test
I1090,injury,test
I1700,injury,test
I1127,injury,test
I1165,injury,test
I600,injury,test
I1785,injury,test
I831,injury,test
I1665,injury,test
I1747,injury,test
I35,injury,test
I1833,injury,test
I622,injury,test
I857,injury,test
I1677,injury,test
I658,injury,test
I389,injury,test
I1183,injury,test
I866,injury,test
I141,injury,test
I815,injury,test
I1687,injury,test
I626,injury,test
I1598,injury,test
I1793,injury,test
I48,injury,test
I822,injury,test
I333,injury,test
I844,injury,test
I1673,injury,test
I1578,injury,test
I1519,injury,test
I1388,injury,test
I1538,injury,test
I1796,injury,test
I908,injury,test
I462,injury,test
I1205,injury,test
I1321,injury,test
I1103,injury,test
I1380,injury,test
I565,injury,test
I1817,injury,test
I1274,injury,test
I1301,injury,test
I1520,injury,test
I1583,injury,test
I1422,injury,test
I1529,injury,test
I1335,injury,test
I132,injury,test
I1282,injury,test
I1948,injury,test
I686,injury,test
I637,injury,test
I1049,injury,test
I1004,injury,test
I1572,injury,test
I660,injury,test
I1148,injury,test
I447,injury,test
I1054,injury,test
I1897,injury,test
I1297,injury,test
I107,injury,test
I865,injury,test
I1686,injury,test
I1941,injury,test
I320,injury,test
I394,injury,test
I187,injury,test
I1866,injury,test
I1249,injury,test
I576,injury,test
I706,injury,test
I1628,injury,test
I1800,injury,test
I727,injury,test
I627,injury,test
I1492,injury,test
I1991,injury,test
I1116,injury,test
I1262,injury,test
I1060,injury,test
I235,injury,test
I901,injury,test
I202,injury,test
I281,injury,test
I343,injury,test
I1433,injury,test
I1258,injury,test
I1077,injury,test
I1312,injury,test
I271,injury,test
I167,injury,test
I1066,injury,test
I1310,injury,test
I1531,injury,test
I1406,injury,test
I19,injury,test
I205,injury,test
I264,injury,test
I1417,injury,test
I1770,injury,test
I1838,injury,test
I1776,injury,test
I602,injury,test
I1761,injury,test
I884,injury,test
I768,injury,test
I968,injury,test
I515,injury,test
I1385,injury,test
I32,injury,test
I499,injury,test
I1291,injury,test
I1336,injury,test
I1837,injury,test
I811,injury,test
I1993,injury,test
I329,injury,test
I1870,injury,test
I1799,injury,test
I1983,injury,test
I1907,injury,test
I145,injury,test
I1372,injury,test
I80,injury,test
I20,injury,test
